,0
stark,0.017666658996622113
starry,0.07740057205709011
steep,0.032606537103002486
sticky,0.0017822779449840334
stiff,0.0678835141220789
stimulating,0.053996810320254565
stingy,0.02638454519800014
stormy,0.06197378364325186
straight,0.03601951742558389
strange,0.0011534267477945745
steel,0.006531527568738978
strict,0.0014253944985820359
strident,0.05186300468703778
striking,0.05425550119014452
striped,0.04227639692423141
strong,0.00015496197338988636
studious,0.0055582243633807765
stunning,0.005485879482820925
stupendous,0.007195854009354762
stupid,0.012861933960774695
sturdy,0.000565106403828515
stylish,0.002058367669225941
subdued,0.01781549520834624
submissive,0.017088584437131328
substantial,0.0009382763407851323
subtle,0.010152703584225377
suburban,0.02652773804108393
sudden,0.15050921165136844
sugary,0.07716046887805053
sunny,0.015700344108825846
super,0.0006785396664208467
superb,0.0004123453456002248
superficial,0.000620588588470977
superior,0.0006337600146937008
supportive,0.015151240203588497
sure-footed,0.004775935282639413
surprised,0.028911398296591933
suspicious,0.0826083466227956
svelte,0.023889766651056805
sweaty,0.0017991354257717305
sweet,0.004136701155297319
sweltering,0.016675513585895623
swift,0.0004903329885812481
sympathetic,0.00014258739629465685
tall,0.019840332192477092
talkative,0.013649527053461077
tame,0.025013316372837262
tan,0.005527989609380372
tangible,0.021873466454284934
tart,0.06238621407230034
tasty,0.10888401274218197
tattered,0.004700727140212457
taut,0.00525125730184446
tedious,0.07479659167554747
teeming,0.01814614394577638
tempting,0.005002292391566379
tender,7.202977561934051e-07
tense,0.23470807578733519
tepid,0.034743000455173104
terrible,0.028673962806853134
terrific,0.012506228770743361
testy,0.06302190919856683
thankful,0.007950831711107678
that,0.0008280308687887801
these,4.6768988037022366e-05
thick,0.044841931400189494
thin,0.0011994314390379526
third,0.017896898009472625
thirsty,0.16473402462651152
this,0.008990216262165444
thorough,0.008769527653950258
thorny,0.015159957520568382
those,0.003107223091895828
thoughtful,0.0006279042376173678
threadbare,0.016087712267681818
thrifty,0.00033115264313878965
thunderous,0.11361140377065684
tidy,0.0013946876066249564
tight,0.02509482476847963
timely,0.023541338289955513
tinted,0.21612517011296153
tiny,0.07811402901333853
tired,9.410514200909366e-05
torn,0.03577433102786734
total,0.006079558168438815
tough,0.005705827406380391
traumatic,0.06566261439658029
treasured,0.007171850073570063
tremendous,0.00591486169055307
tragic,0.0007857323213134882
trained,0.02674244127640985
triangular,0.0037916007114660623
tricky,0.18995878637783223
trifling,0.0021313555335967034
trim,0.013318251973611684
trivial,0.0008389529538472039
troubled,0.0004650588534599509
true,0.002924145845379842
trusting,0.03126229773124578
trustworthy,0.024170614049186176
trusty,0.004614861362496176
truthful,0.009248543829069875
tubby,0.1379667194475231
turbulent,0.02629594072747098
twin,0.0011604168620309014
ugly,0.016854808991124657
ultimate,0.01810739285717067
unacceptable,0.018494310085430215
unaware,0.29569584665293774
uncomfortable,0.06002983486287391
uncommon,0.038009694425604826
unconscious,0.050469725282603566
understated,0.0022682872848460655
unequaled,0.08298969789420034
uneven,0.0011751102310071121
unfinished,0.004230637048853628
unfit,0.005272983072506807
unfolded,0.003087201869419488
unfortunate,0.0015920687041252077
unhappy,0.006595942252610187
unhealthy,0.007713949528628825
uniform,0.12786442781362617
unimportant,0.04267511667263488
unique,0.004301535740567343
united,0.01483076110906553
unkempt,0.08469422288057753
unknown,0.08326465457875977
unlawful,0.0005104602665530324
unlined,0.012192583697896758
unlucky,0.025986632992388153
unnatural,0.0054049438089369475
unpleasant,0.010475727772990372
unrealistic,0.06323292094076338
unripe,0.012067637592529892
unruly,0.02706050665421685
unselfish,0.18712533143253193
unsightly,0.00046923598630075914
unsteady,0.11140940293304914
unsung,0.42887102498920804
untidy,0.012273394048260146
untimely,0.2581172825002187
untried,0.0032866363216521753
untrue,0.006015015472663308
unused,0.009316126905009684
unusual,0.08153409837771174
unwelcome,0.0063975034456272796
unwieldy,0.033197545128500594
unwilling,0.0022410084601163006
unwitting,0.0061850326424912365
unwritten,0.0021464803966834566
upbeat,0.019673045932219836
upright,0.008666868114006781
upset,0.12433216140601362
urban,0.012074016470541966
usable,0.016556211385854263
used,0.005065109607863646
useful,0.03752302493594969
useless,0.06323387027173377
utilized,0.003953542752969771
utter,0.002548367679045939
vacant,0.012809452502505831
vague,0.00385642291498146
vain,0.0176942256000467
valid,0.042060226176448404
valuable,0.0017066377222027208
vapid,0.0027549309314283364
variable,0.009434475537641278
vast,0.0033440171447180933
velvety,0.07154631669765099
venerated,0.17713776676462048
vengeful,0.016176047861588178
verifiable,0.03392206531797798
vibrant,0.0016805282538068264
vicious,0.0022303967970180505
victorious,0.1515854447451208
vigilant,0.06901057331971983
vigorous,0.0450123378490654
villainous,0.09631575664189848
violet,0.13689693054984894
violent,0.0005952121323467406
virtual,0.05064476734059407
virtuous,0.03711174156023681
visible,0.09867531023519203
vital,0.016501392413600685
vivacious,0.019001566708678568
vivid,0.051716054758736245
voluminous,0.015861221991112867
wan,0.04740161027545456
warlike,0.10203293886419734
warm,0.006365350122949871
warmhearted,0.03940333248177289
warped,0.002425561788655859
wary,0.0036718441665444406
wasteful,0.029600767914422284
watchful,0.0920319554777899
waterlogged,0.23541336204720112
watery,0.05930409621481648
wavy,0.028578954249581602
wealthy,0.021615408042061527
weak,0.01750507546948897
weary,0.0015151848622329215
webbed,0.05707106729351187
wee,5.893574697733685e-05
weekly,0.14160132360810118
weepy,0.003572419067313563
weighty,0.01177187320052801
weird,0.018574974628297495
welcome,0.06979341622292794
well-documented,0.05213120962826545
well-groomed,0.09328200396970292
well-informed,0.0036048469079189064
well-lit,0.0002408082159545854
well-made,0.016040272223209775
well-off,0.012719329209307764
well-to-do,0.01844383561924174
well-worn,0.05488186143024903
wet,0.040923006748399604
which,0.0011694350934502713
whimsical,0.07490844438622117
whirlwind,0.03209550574713784
whispered,0.004234023006560975
white,0.0006221374021068166
whole,0.22116336572828318
whopping,0.005809564568575553
wicked,0.027786309429966235
wide,0.11175281868833736
wide-eyed,0.0024783223952752798
wiggly,0.007017468775037049
wild,0.026007111034357384
willing,0.0007559247976003634
wilted,0.09139960857508966
winding,0.01443881882207041
windy,0.1322215198986953
winged,0.0005111663391283259
wiry,0.0027327873219250786
wise,0.008951091077486508
witty,0.000473798484906317
wobbly,0.10111548342115127
woeful,0.10586308137386184
wonderful,0.08988177511158693
wooden,0.0023783458358530916
woozy,0.00023021447259289138
wordy,0.011135238208558447
worldly,0.056771211821617276
worn,0.07989777282362392
worried,0.01973334686311976
worrisome,0.025521959711259173
worse,0.037016011259200926
worst,0.004323026207914209
worthless,0.11939001391498998
worthwhile,0.12519450657140146
worthy,0.015492591923731683
wrathful,0.022836332397977572
wretched,0.14241543952131622
writhing,0.18541416287642762
wrong,0.10314926535332192
wry,0.0426221072450156
yawning,0.00914038809938158
yearly,0.046774628604956174
yellow,0.17566965623923889
yellowish,0.007254577987697186
young,0.0005731131650667151
youthful,0.003664145556830438
yummy,0.008760451796530198
zany,0.005048646540490056
zealous,0.019824047630426948
zesty,0.0015322386775082886
zigzag,0.18745259227364913
